,time_stamp,Acceleration,Gravity,Lidar,Pixel,Velocity,Magnetic,Position,Orientation,Perception,Speed,Behavior
1417,2011-03-01 01:00:00,4.79735303425,-21.077275425299998,-5.46164361944,293.915235239,55.3684147288,-6.7434874144000005,-1.15003465999,5.92584839753,54.814423886499995,301.47805384,walk
1419,2011-03-01 03:00:00,0.287917528041,-15.5156610097,-2.1269295285,295.263868214,48.4641185167,-1.98414397554,0.17695287110999997,27.4237949554,-91.8559040942,299.71674284700003,walk
1420,2011-03-01 04:00:00,0.0289869645884,-34.6418176879,-3.7987877990900003,324.574133233,-13.5290450942,1.9721725461900002,1.14128467853,53.110085993599995,99.1698099583,299.833745533,run
1421,2011-03-01 05:00:00,1.5634057807799997,-12.341925155,-0.6747640265520001,298.968946721,-14.3972552805,60.3677492225,0.10694182809000001,57.527272838,94.4772044262,301.005389406,wait
1422,2011-03-01 06:00:00,0.278492063561,-1.13917271304,-4.8836230372900005,294.441237666,-27.7918679154,22.3928847973,-0.0934514864319,60.316918316499994,-18.725812175599998,300.234319712,run
1423,2011-03-01 07:00:00,1.4693124273500002,-24.4593631017,-6.8685596672800004,317.010730099,-31.754717728600003,12.9278856468,-1.2113181932,1.66702125132,82.1334876382,300.435677558,run
1424,2011-03-01 08:00:00,1.7800824301599998,-20.7495124921,-8.511476566499999,330.771654042,-6.4388111630800005,-8.55795297973,1.49927208572,42.0988874453,-54.9239155643,300.444553115,walk
1425,2011-03-01 09:00:00,4.76838509237,-12.419484168,-4.9520006441,308.640782937,37.4647601819,0.0254092833388,0.875302180098,38.0408691081,66.6683774229,301.460531119,walk
1427,2011-03-01 11:00:00,1.39119221211,-33.2040810575,-1.21235499066,302.821560959,2.87395482167,-17.3219394423,0.822167517024,48.3630914786,151.301611877,300.617125736,walk
1428,2011-03-01 12:00:00,2.51502597525,-5.18399758834,-6.15335053511,314.44338726,44.5406854249,-10.1250710834,1.0360302025700001,8.95202557292,103.00444346399999,300.611186405,walk
1431,2011-03-01 15:00:00,3.7903082906699996,-25.7159578846,-5.33395489513,307.187082327,91.968877098,-15.6474710269,0.8164338308660001,1.6065971807600001,30.1006993629,301.164344031,run
1432,2011-03-01 16:00:00,4.25972885644,-2.83180401137,-0.0285056516414,295.348569591,56.936069531099996,32.6207172808,-0.489177302834,63.035719558900006,-7.171278107869999,301.002109619,wait
1433,2011-03-01 17:00:00,4.22124929785,-16.8674838852,-0.219223437975,309.819183548,50.807699156700004,20.8386347093,-0.6545370897070001,26.8868399479,57.833257205100004,301.40316622299997,walk
1434,2011-03-01 18:00:00,4.45253416206,-18.92719558,-7.230705475519999,307.027913706,13.0979570954,38.2936474454,0.0179776897657,4.55494400254,-8.302815998789999,301.47942504,wait
1435,2011-03-01 19:00:00,1.90921198378,-3.64887288824,-5.02208982369,328.726258788,3.79802132036,5.176350687819999,1.2335137683700002,2.58124244847,-54.781510823299996,300.872193891,run
1436,2011-03-01 20:00:00,2.21902599183,-18.1386533368,-11.309056894600001,313.949054667,-13.592192284300001,-15.199266659600001,0.812420079127,61.06980469609999,90.1344989899,300.580297138,run
1437,2011-03-01 21:00:00,0.507907379731,-24.400149456199998,-4.45250538445,322.412583824,-29.0003708946,-32.2804410627,0.865795143442,56.2220578754,-121.01671973100001,300.137131157,wait
1439,2011-03-01 23:00:00,4.85660234637,-25.802899378299998,-9.99514904251,315.830193645,-36.135198776399996,-27.3588590503,0.804306539178,32.4223164482,-133.45722007,301.400010091,walk
1441,2011-03-02 01:00:00,4.5369807112,-12.507281013699998,-0.25903224689599996,314.879552748,-21.3097771103,-15.377227299200001,0.685660777755,41.2314894665,-92.5143394952,301.50249445599997,walk
1442,2011-03-02 02:00:00,4.45276143189,-26.8311167189,-8.79860856736,296.758524194,51.2811028996,-6.66727309176,0.24139515869300002,60.332657127,-201.219428828,301.23268188099996,wait
1446,2011-03-02 06:00:00,3.15997475232,-28.7880808022,-10.683232458500001,298.995321072,7.28278211714,-17.714298477899998,-0.914772687489,61.5596531721,174.411779062,301.10397692,wait
1448,2011-03-02 08:00:00,1.7255795739,-31.4596435677,-0.118994008068,285.260037992,5.96045782518,4.70896782552,-1.09234937127,38.3897357167,47.2019268629,300.852598785,run
1450,2011-03-02 10:00:00,2.22174078723,-2.13384379708,-3.56877578639,311.955795926,33.0549659148,-42.7976728566,-1.04925555009,38.491779584899994,57.7488540679,300.603415687,wait
1451,2011-03-02 11:00:00,0.418874769227,-34.1705898801,-6.0088580425,298.873685476,-4.7400065499199995,-0.933159131522,0.551228348133,1.91689764275,101.399075592,300.136303038,walk
1452,2011-03-02 12:00:00,0.826592452401,-2.3506201834900002,-7.16499647435,296.096023975,-39.744779662199996,13.5798410216,-1.4194329495299998,12.957357803499999,50.718895501800006,300.062537632,wait
1453,2011-03-02 13:00:00,0.985981732333,-17.7320423188,-4.44822393039,312.907483714,96.55022277110001,-17.8257248995,0.14095913009400002,34.4220191865,-109.26384697299999,299.92255921099996,run
1454,2011-03-02 14:00:00,3.4551367077800004,-25.4751238437,-1.66492756181,285.084187956,-1.6230543972999998,-21.0761911374,-0.16898380356400003,16.226956629700002,-55.637034389700005,301.087051627,wait
1455,2011-03-02 15:00:00,2.86901434583,-31.6784586641,-9.002262394199999,292.44743915,23.6359521483,46.420161357,-1.33033984219,22.146165208200003,-111.984221046,301.125925127,walk
1457,2011-03-02 17:00:00,1.2231703286,-32.5400974284,-2.6314878355599998,296.488937634,-71.4605685717,-8.59084207463,0.575261131735,26.0944919787,15.311328787,300.506156867,run
1458,2011-03-02 18:00:00,3.1480397835900003,-8.620049503999999,-8.62874510025,291.801658598,28.84300685,11.5399567181,-0.631132840395,29.4391508723,-169.312010136,301.1387148,walk
1459,2011-03-02 19:00:00,0.172156326535,-10.7908016585,-3.92444994416,330.247025394,3.6557937866300003,29.485777330799998,1.28877335209,28.7630074578,-143.38852815299998,300.096084866,run
1461,2011-03-02 21:00:00,4.31613240857,-27.354088533400002,-2.39205693227,316.03082132599997,94.4474894209,-11.1926742219,0.9625425901289999,18.0236491386,-43.4771986466,301.235580073,walk
1466,2011-03-03 02:00:00,0.23768797113899998,-23.9302247672,-3.0356376210500002,300.528764412,64.03851534520001,-31.6716965044,0.526798430598,29.903048441,-71.1783792186,300.069176129,run
1467,2011-03-03 03:00:00,0.050862281308900005,-24.106281679299997,-10.0525480124,299.095609125,-45.06830029979999,-2.4766563142,-0.667789714517,5.51343246465,161.50806287700001,299.956238141,walk
1469,2011-03-03 05:00:00,0.22741072835099999,-7.5063969951,-2.70827097765,313.648266977,26.2949769912,16.1197969812,1.2960703694600002,35.3150299307,-2.19830663588,300.090415518,wait
1471,2011-03-03 07:00:00,3.1998728455400003,-28.8992322945,-4.15122652976,304.787296488,18.346428189,-26.3110321024,-0.390449668037,23.4617134069,-54.1975573167,300.81340393799996,run
1472,2011-03-03 08:00:00,1.4734602078,-33.406326197,-1.81649581464,316.166120443,12.417791988900001,-38.8271163171,-0.8065387468430001,29.317302242800004,60.37243742020001,300.492143962,wait
1474,2011-03-03 10:00:00,2.9527326112199996,-23.945632847600002,-8.22940704111,299.79308834799997,121.32038829,-4.742560587780001,0.21576274365400003,16.1998385929,-31.2364904261,300.737104513,walk
1475,2011-03-03 11:00:00,1.9026703860499998,-10.9185453353,-8.03146586065,295.919989502,3.1583630331200006,33.244894552,0.8021359640019999,15.9057588659,66.09063053199999,300.62389244599996,run
1476,2011-03-03 12:00:00,3.51261516981,-15.2744125263,-4.78745421011,301.427677928,64.0360586986,29.8834245357,1.0413907634200001,46.007491876,48.491878006499995,301.550888625,wait
1477,2011-03-03 13:00:00,2.48061975625,-2.2595055308200003,-5.688064320680001,299.116581975,-49.5781305087,-60.596506428999994,0.63638593905,24.8924126274,-53.139226485600005,301.04530991,walk
1478,2011-03-03 14:00:00,3.16604632903,-14.6846092981,-0.33129250975200003,291.009571139,-32.6310112535,-11.051537523699999,-0.154331645456,23.397678909499998,221.226902581,301.051138951,walk
1480,2011-03-03 16:00:00,1.4352197307799999,-5.555844790599999,-9.775808098139999,299.831514594,60.078772801899994,-20.1833743408,-1.18604102656,53.8469779185,92.3694621126,300.517119106,run
1481,2011-03-03 17:00:00,0.666035568756,-4.16243814065,-2.39477708213,299.48830953099997,-70.3349202931,4.4797405695,-0.695969713644,38.7475821895,93.56109230540001,300.06491663400004,wait
1483,2011-03-03 19:00:00,4.024179230080001,-21.078842851300003,-9.71032561519,315.476858703,-11.831851943,16.882390851900002,0.512897619643,20.3043780157,82.41154296180001,301.1915689,wait
1484,2011-03-03 20:00:00,4.69014271578,-20.570797743,-5.314749475669999,314.650233808,-8.78046277852,-25.5459614362,1.18267205121,11.6006471227,67.8958874558,301.501430302,run
1485,2011-03-03 21:00:00,0.926902623239,-26.456934463200003,-11.1512927655,306.94200823799997,-30.422736831799998,0.9330556586900001,-0.013359335204200002,63.09851720859999,-39.7074066212,300.129906009,walk
1486,2011-03-03 22:00:00,4.665778814119999,-32.0638886384,-3.25967511786,308.38297599,-6.41085948987,-13.608222315999999,-0.22893681039,20.6890502784,-83.9289101987,301.408103465,walk
1488,2011-03-04 00:00:00,1.41772256802,-14.2475507917,-2.43406766422,292.801541009,31.5969888173,5.21548759711,-1.17213707504,44.214159493400004,-193.34076436900003,300.751519484,wait
1489,2011-03-04 01:00:00,1.3731712421200002,-18.907605754200002,-3.6643394314699997,300.750743302,97.0281046471,24.1084281489,-0.992270240922,47.3138284387,-35.471082876,300.332991654,run
1491,2011-03-04 03:00:00,0.926446196843,-7.2646966097000005,-4.62697141039,310.319571305,-80.1663309971,-13.438912227000001,-0.0804555395612,51.2419899707,121.53807131,300.29209601900004,wait
1492,2011-03-04 04:00:00,2.21050555313,-1.1338110446,-3.76185161255,299.816357817,7.7399820016600005,-0.7163705943690001,-1.3530776626199998,9.7941218722,-106.39912280899999,300.565566393,wait
1494,2011-03-04 06:00:00,4.73687958977,-25.4176097221,-9.248707406260001,304.111930047,97.69559323979999,41.603394979499996,0.70029373465,38.1182266653,32.4345383514,301.519592485,walk
1496,2011-03-04 08:00:00,4.8195888371199995,-26.612788640599998,-9.98920646208,306.297513082,29.5468601173,-5.40454228881,-0.42419266610899997,52.6655400859,-41.0374914788,301.450119269,run
1497,2011-03-04 09:00:00,3.22470836256,-11.9158480872,-2.5019251351400005,302.425076439,39.0727263882,-49.041256810600004,0.278739004939,47.8812436991,86.01631668510001,301.00186617,run
1498,2011-03-04 10:00:00,2.42157886516,-6.3768924479499995,-5.862796523790001,290.30973188,13.6595592671,10.9409135666,-1.36085054558,15.682212679200001,66.4198232265,300.859627217,run
1499,2011-03-04 11:00:00,4.83847622981,-22.9579947144,-7.276036507889999,320.23989547400004,-13.2360317044,-24.280167530900002,1.1835379178299998,34.3094781249,142.360942443,301.408418691,walk
1500,2011-03-04 12:00:00,0.715948908544,-18.7877195218,-5.1669574329,318.870486874,35.5431384658,-82.8312007716,0.916635846796,44.8817245513,28.5517383257,300.427263917,wait
1501,2011-03-04 13:00:00,3.16164937333,-16.9579437445,-6.074854083280001,306.569827575,19.0031458422,24.4575232139,-1.2076415809899999,27.4735567998,84.9288009248,300.835192793,walk
1503,2011-03-04 15:00:00,2.1691991357599996,-27.6398097878,-4.591287770269999,302.77950492,13.4782721426,22.4388548105,-0.252311537218,49.72325208350001,-198.301497575,300.915678355,run
1504,2011-03-04 16:00:00,0.296786126695,-12.126969728199999,-6.022787341240001,315.420765688,6.7459025087199995,3.58554758459,0.988946183282,19.9124821448,-178.88757999799998,299.98616479599997,run
1505,2011-03-04 17:00:00,2.46361300583,-16.858744495499998,-2.23517133358,300.474613787,10.841632194,26.7823297523,-0.203152465068,17.601345276700002,-63.370548814399996,300.579133599,wait
1507,2011-03-04 19:00:00,4.03373405387,-20.2726339432,-2.4019510913900004,316.341603389,-39.5509195517,8.975321772020001,-0.92764356455,13.2960875908,182.939862711,301.330228584,run
1508,2011-03-04 20:00:00,1.2833049497600002,-10.1512285476,-2.09924767855,293.281627609,-58.5114395588,-39.7050504618,-0.561408039448,12.477999433399999,46.210813426899996,300.603598777,wait
1509,2011-03-04 21:00:00,1.9571518149200002,-29.562536484000002,-4.870455622390001,310.925173985,75.2821170292,-24.816427131300003,0.9283973077519999,62.4211513914,-88.3418697494,300.658585909,walk
1511,2011-03-04 23:00:00,3.4322170758599997,-16.0249577424,-5.556576754219999,320.650133317,126.929326765,15.3327784101,0.400523581986,18.9912667852,33.693442365799996,301.185187057,wait
1513,2011-03-05 01:00:00,0.887147684341,-14.151823807000001,-8.51297585275,299.400921324,25.276933785500002,57.0452696109,-1.36503550693,23.9152719219,-190.232823513,300.161060985,wait
1514,2011-03-05 02:00:00,4.10723370113,-32.2421115406,-6.57501599007,317.759384872,-36.742731042399996,-55.656721025799996,1.1378475285,15.65076924,-76.24109305479999,301.21243195799997,wait
1516,2011-03-05 04:00:00,0.289879066864,-25.326904629,-8.512302904510001,293.160053955,132.22788118399998,55.9930920467,-0.468368644203,22.782765059000003,6.25929562513,300.48026223799997,run
1517,2011-03-05 05:00:00,0.694082590228,-8.97305489957,-5.31866987629,299.850941546,-32.9134550335,30.455609872800004,0.601936202059,3.96890741487,-53.106962304700005,300.338706021,run
1518,2011-03-05 06:00:00,4.67576557771,-20.3085645763,-5.99713405756,335.187116334,46.11285893310001,32.902902292,1.41613780329,21.0098822421,2.6512791651400005,301.409090255,wait
1520,2011-03-05 08:00:00,1.44630247741,-30.4074654191,-8.90377400773,322.468514698,102.547926435,25.3166584156,1.2427775834399999,18.5015647831,23.3957075591,300.278491243,run
1521,2011-03-05 09:00:00,4.73882033051,-30.475361513899998,-0.339688433227,292.23161778,74.4898081418,12.9129358525,-0.942786815265,55.696372457200006,-22.052440319299997,301.337533343,walk
1522,2011-03-05 10:00:00,4.24965267616,-26.8592652396,-1.69273078592,317.042569702,111.984126189,22.1388701719,1.0435924216799999,55.251107678100006,-51.0994275221,301.531193738,wait
1524,2011-03-05 12:00:00,2.34024777433,-17.995080074,-8.00406693349,299.219170792,172.05614471799998,-28.3772049004,-0.360646192417,52.8612114872,134.09219935,300.66202517799996,walk
1525,2011-03-05 13:00:00,3.14926510792,-18.7086056341,-5.55942880476,304.320674979,19.578694613,-31.366071081199998,-0.04428812423140001,19.355737215,-79.8364315164,301.021645744,wait
1526,2011-03-05 14:00:00,0.7901591748190001,-17.1727076374,-3.34923841631,300.421295677,63.5965238653,-31.143109675799998,-0.466915935552,17.8109450471,-1.63419944169,300.22781946099997,run
1527,2011-03-05 15:00:00,0.0739104337105,-4.54763080264,-0.864880315706,292.44305644599996,97.8104589133,43.1665335651,-0.878471375581,57.3536321229,42.217082310500004,299.91696284,walk
1530,2011-03-05 18:00:00,3.3724942208099997,-7.08464184171,-5.29143490257,306.555781908,-4.3908085055,4.41675781056,0.919601871165,7.06870710785,-7.2099325289600005,301.110169097,wait
1532,2011-03-05 20:00:00,1.60824072801,-26.1276303152,-10.5333158076,320.683639684,25.290461435799998,-4.71842120706,1.3345678849,15.3043168534,72.5757315969,300.390233386,run
1535,2011-03-05 23:00:00,1.22440319381,-29.4768732421,-3.8546110095499997,322.592355136,-38.327374470900004,-18.5150063369,1.08703011151,40.81626438,35.256874528000004,300.432448047,walk
1536,2011-03-06 00:00:00,1.4615688102000002,-12.8362788596,-3.9128488139399997,288.631594556,46.5525643905,-9.545430769460001,-1.40093795997,57.3416997292,-5.94071920911,300.458006871,run
1537,2011-03-06 01:00:00,0.979659732495,-24.4310445704,-8.206233780349999,300.510114156,-25.7157007374,15.4166489695,-0.8191995639830001,27.3657771278,165.882698431,300.303006719,run
1539,2011-03-06 03:00:00,4.34988090136,-13.890088011700001,-0.716771978429,290.678483492,-27.4245969168,-6.495368409480001,-1.4971978629799998,29.486137871999997,-98.3242274958,301.373023047,walk
1540,2011-03-06 04:00:00,0.440943227858,-5.2854725452,-11.009983182000001,290.261478652,-19.915533366400002,11.6304504078,-1.26083858155,29.032766094299998,69.8079050925,299.891060898,walk
1541,2011-03-06 05:00:00,3.41855167911,-12.382756206300002,-10.058186859,294.0548849,18.7852528789,-38.2543729953,-0.323069948932,30.8811036095,-22.309666610700003,301.178046533,wait
1542,2011-03-06 06:00:00,0.602004384289,-24.53302372,-5.96847596016,300.710744005,134.13231001100002,4.7384053876,-1.08487871271,19.8916538617,-78.0705567671,300.257933985,run
1544,2011-03-06 08:00:00,2.78634115037,-3.69197677835,-7.78272020329,298.819564625,21.596919938400003,-25.711012467699998,0.48044162757,40.929578976799995,68.4362466685,300.688539205,wait
1545,2011-03-06 09:00:00,4.535545276100001,-19.4174259399,-2.62424456286,326.003759882,-35.6279205273,2.43807532083,1.28020938693,42.1707220493,180.471184263,301.34732141,wait
1546,2011-03-06 10:00:00,4.30228333668,-21.907456789,-0.24411698979899998,327.22552760599996,34.533816047399995,-12.7787654093,1.39500268713,33.0228743783,15.374692684700001,301.483236614,wait
1548,2011-03-06 12:00:00,0.135794146629,-6.31735170406,-7.1229909362,290.03185239,-16.2007425718,-40.5078951507,-1.0704404518600001,18.718528589,0.743822334168,300.176707071,walk
1550,2011-03-06 14:00:00,4.02992466145,-21.7277038123,-9.03108360829,310.817822473,18.8229768279,-48.701376565699995,1.07812164738,29.5089426477,77.8414407772,301.214528292,run
1551,2011-03-06 15:00:00,4.34244058151,-31.2137917188,-3.1388491599,310.707067139,33.499945213400004,-16.7367810073,0.884149266568,56.9167910113,32.339691561500004,301.629524235,run
1552,2011-03-06 16:00:00,3.3482329993799995,-9.42987358844,-3.6048895052900005,297.29708251,96.8297064465,-30.8404998969,0.436338156969,50.9756679542,-14.7440447917,301.113545716,run
1554,2011-03-06 18:00:00,4.48749141151,-21.2616135239,-8.61997077501,295.151723441,-55.3723480623,27.1277349571,-1.27688614532,16.3172220725,177.636866068,300.967664124,wait
1556,2011-03-06 20:00:00,2.78912651857,-12.182178520799999,-4.40207787004,311.66644773,-34.743785668899996,13.874502852100001,0.794609099276,59.827550506899996,11.865441620599999,300.713851894,wait
1557,2011-03-06 21:00:00,2.53065564414,-8.854633129989999,-9.50433044141,304.126922096,5.660565045319999,-17.2493930026,0.482960825198,54.16488834020001,78.6950560503,300.409717267,wait
1559,2011-03-06 23:00:00,3.41453433815,-9.6890660092,-9.01664359518,313.494166837,5.713165850219999,-1.01980696558,-0.441490412041,1.4023909215900001,-1.7044081873899999,300.993884971,run
1560,2011-03-07 00:00:00,2.60156817932,-25.4574124457,-11.250577655599999,289.049092837,-6.07378993814,-24.062247039499997,-0.5329142039060001,1.0579325099899999,-124.507699572,301.021070936,run
1561,2011-03-07 01:00:00,4.142340740430001,-6.647336504939999,-6.96753004712,310.148499395,57.7407904153,2.6268247699900003,1.01806526434,6.68446160608,5.850156732139999,301.01871835099996,walk
1562,2011-03-07 02:00:00,2.52889693395,-13.372601266099998,-0.0397731857184,301.079823278,-12.2773043558,-4.4990155739499995,-1.13982393939,44.2228956842,58.02637689149999,300.77760553900004,walk
1563,2011-03-07 03:00:00,4.12429281193,-2.68170667963,-11.1673978424,305.263488027,68.6837318178,51.203315691899995,0.837750757251,31.508581379099997,-169.3551335,301.129655354,walk
1564,2011-03-07 04:00:00,1.40922544072,-7.74208890713,-5.03173000928,300.873465706,50.1810297743,-4.363939984680001,-0.22136429973400001,62.5221300633,-126.656533377,300.34497037,wait
1566,2011-03-07 06:00:00,4.84935285172,-32.7174100014,-8.824405320830001,321.221073382,49.461061645600005,25.193479068600002,0.0200646207114,15.243394436800001,-187.20204125700002,301.375674811,wait
1567,2011-03-07 07:00:00,3.7096976272800006,-5.169524557330001,-6.48564265701,313.784496054,29.9257197427,18.5399323533,0.0523173198918,23.165767189,119.558574097,301.152118869,walk
1568,2011-03-07 08:00:00,1.29895846652,-31.1819398918,-3.0469265813599997,308.567347961,-18.3994958563,-18.6886240951,-1.0921832115999999,44.804660218100004,-253.708193137,300.17999730099996,wait
1569,2011-03-07 09:00:00,2.9061767114599997,-12.3150289854,-2.54249182234,325.236253313,-37.1601495352,16.249082365499998,1.2777567233299998,55.1157613491,77.2797381293,300.77693106,wait
1570,2011-03-07 10:00:00,4.77631126769,-22.5113927682,-4.362759169549999,290.249167983,88.5880892944,-17.4372085352,-0.147101320358,19.1582647931,-34.371319274099996,301.27705578900003,wait
1571,2011-03-07 11:00:00,0.40376953905999996,-14.279552172899999,-2.80734550389,312.391613506,-4.42623292821,56.1378500439,0.886580251386,2.18956891304,-68.3187282131,300.28716058099997,run
1572,2011-03-07 12:00:00,0.417671035309,-23.9335273335,-4.26715902946,299.207361358,145.233935765,8.27003555421,-1.0411047784799998,60.90120434439999,-230.072510797,299.770610668,wait
1573,2011-03-07 13:00:00,3.0956741571,-32.211164927199995,-6.127273528130001,300.00660742900004,-2.6972739147,-22.0717539271,0.779474334541,43.7258539932,-127.845453529,301.214850468,run
1574,2011-03-07 14:00:00,1.12246739418,-27.486918827399997,-11.0199430692,282.462396613,19.1868317918,65.7758954006,-0.341481910898,24.0831748618,-9.378052651419999,300.152881354,walk
1575,2011-03-07 15:00:00,3.82591978367,-6.61753629359,-10.644499333099999,314.88772627099996,9.75651557065,5.0265845603,1.30338322263,60.587827669,110.490212376,301.29313991099997,walk
1576,2011-03-07 16:00:00,2.8407627147500003,-8.19242761882,-2.4933261776499998,307.964978083,19.9305187251,11.230957936700001,-1.18156909352,7.453542624700001,41.880090774,300.75628429799997,walk
1577,2011-03-07 17:00:00,3.33094045112,-21.5390564558,-7.1823880189,297.16945818700003,3.703973782780001,12.8918514958,0.53840296967,26.361907992800003,-69.4327492149,301.281080649,run
1578,2011-03-07 18:00:00,0.539069503973,-9.68011804916,-2.4873978688,306.729218557,-10.5972015789,10.8929176936,-0.14008460308,8.789420420099999,-112.803783234,300.11658193200003,wait
1580,2011-03-07 20:00:00,3.12560534153,-16.217021500999998,-1.91181984793,302.809107081,-0.45801218522500003,-12.8143489166,-0.736312726983,13.320260292,7.62191649229,300.900616933,run
1581,2011-03-07 21:00:00,2.0486563056700002,-18.536827441,-1.7473093957499999,317.40259279400004,-60.0529130698,-27.4418471271,1.23065551443,46.2625552882,-132.019757835,300.70403076,wait
1583,2011-03-07 23:00:00,1.8553197250799998,-25.1828660648,-0.524369359201,302.536346125,38.6608742703,28.265604400999997,-1.4014846371599998,8.32847818974,-61.2427801285,300.342378878,run
1584,2011-03-08 00:00:00,3.36072204828,-17.561477766,-2.5712824014,314.77927606,-8.602944361919999,46.208020732200005,-0.07560937029630001,31.885574867600003,15.586267705,300.898706857,walk
1585,2011-03-08 01:00:00,0.9479370009579999,-19.6218175184,-2.40973939533,299.05664789400004,28.2922164569,9.27923656979,0.06453390929200001,3.13543542193,4.10511341439,300.211401368,wait
1586,2011-03-08 02:00:00,4.47864554264,-20.9750045775,-6.68307116699,310.160874055,5.90817331275,6.32177038417,0.0498634042684,11.782120097,-127.94421083799999,301.24606970900004,wait
1588,2011-03-08 04:00:00,4.8078627121699995,-2.02829156321,-5.22988008511,290.382742497,-28.9983904466,18.7332522835,-0.41828015160800003,61.789679026099996,52.644881481599995,301.740624248,wait
1589,2011-03-08 05:00:00,3.6504127887,-12.4912175028,-9.99012441743,311.278417688,19.4137978497,-48.1143828152,0.113815144313,10.8431711474,-130.114435419,301.101889056,wait
1590,2011-03-08 06:00:00,2.03144213844,-4.74850515789,-1.8785259395900002,308.94109814,18.933765509100002,-9.68108643327,0.14355302429000003,44.1955126444,-26.451931486,300.76082919099997,run
1591,2011-03-08 07:00:00,3.71874598176,-18.3116519322,-5.05092312802,294.04200218799997,-24.715372643600002,-4.94492909011,0.6417816680830001,12.0034911729,85.916515965,300.95766908,wait
1592,2011-03-08 08:00:00,1.43993439637,-7.4660737559,-1.7810327483000001,302.993334557,23.076960737399997,0.0312718938182,-0.747703945861,4.27314291621,94.014316229,300.40249921099996,run
1593,2011-03-08 09:00:00,1.57208611195,-31.4461652512,-10.1972961004,286.398783474,45.9457539666,21.614744032199997,-0.599518864146,63.2167513987,22.4555554517,300.695154554,walk
1594,2011-03-08 10:00:00,3.02948180609,-24.606961824499997,-10.7313282998,287.84765406400004,47.4294052262,-21.1147527148,0.180029984463,41.8615065109,110.203266036,301.188390249,walk
1595,2011-03-08 11:00:00,2.97423566704,-1.83652565533,-9.58264010995,302.602330861,-9.392049401989999,-27.6342101158,1.1658066096100002,28.7942328229,85.00820093850001,301.017313508,run
1598,2011-03-08 14:00:00,3.83094182601,-12.6523470755,-10.657973714199999,292.994372431,13.006485989300002,-5.8580376456,-1.32581945589,16.760078846600003,3.8640394134400005,300.811388983,walk
1599,2011-03-08 15:00:00,4.7050663340900005,-11.446558926700002,-6.626489530630001,303.304593603,-26.9751006959,27.1968489407,-0.9968388897820001,36.611903936,-82.9604744423,301.573053587,run
1601,2011-03-08 17:00:00,2.38044559001,-18.1097025946,-2.83487025347,300.584684259,-10.0881563132,57.8639814885,-0.723969003178,22.7753421234,35.816498079,300.91137861,walk
1602,2011-03-08 18:00:00,3.2852016451200003,-1.1775234720799999,-6.50552008428,294.524803479,34.984693318000005,-15.4096123979,-0.36925912083800005,24.9535913774,-91.01524365350001,301.242621437,wait
1604,2011-03-08 20:00:00,0.9186970593799999,-4.13105710792,-1.7292664398599997,292.12927716900003,-2.69980677347,-27.476950679,0.0345755602908,16.7196374804,69.99280241390001,300.260675363,wait
1605,2011-03-08 21:00:00,4.28079618994,-26.6413990952,-8.496002591849999,288.144677194,-0.381081510681,39.876493179200004,0.399686510922,17.0855734044,168.557533974,301.24143249900004,wait
1606,2011-03-08 22:00:00,1.8218273992900003,-20.9502882402,-9.01416998607,283.801107811,2.96839433569,4.6492361754800005,-1.29231033935,40.4180782021,-97.46515140000001,300.206614574,walk
1607,2011-03-08 23:00:00,4.4613696463800006,-14.0310757499,-9.18387383496,290.389963202,34.835456599299995,9.01256913161,0.131672256077,20.3207922058,89.34197860629999,301.239152098,walk
1608,2011-03-09 00:00:00,0.138558700612,-23.5698882431,-6.43951257171,284.51929282599997,66.16646730800001,10.699666415800001,-1.3848847787799998,14.2323893552,-21.454403147,300.013614249,run
1611,2011-03-09 03:00:00,3.0475096288700003,-23.345186958299998,-10.604344405900001,295.99412469,-54.655845272200004,27.059603518299998,0.590718885417,31.614866156799998,9.01392925762,300.763418591,walk
1613,2011-03-09 05:00:00,0.846070923468,-22.0845416156,-8.54629888355,296.150591938,-15.374717076600001,-23.5172599986,-0.37160232272,23.926769338899998,-217.95608060900003,300.275241907,walk
1616,2011-03-09 08:00:00,1.5580695672999998,-19.1656198499,-2.26910335596,293.054132108,-2.90586468403,38.2560986414,0.161509304054,34.1592678613,17.1888299059,300.594673757,wait
1619,2011-03-09 11:00:00,3.25415628338,-17.7326578498,-10.0506420365,328.625845168,102.33530048899999,11.5972978774,1.3142799491700001,49.708743096199996,73.4553378138,301.376877775,run
1620,2011-03-09 12:00:00,4.23027299618,-13.9116079429,-0.83586363654,302.951236774,25.7539316927,29.6945402992,-1.1737866563500001,1.7576598954400002,-66.3990922424,301.627764819,wait
1622,2011-03-09 14:00:00,3.30228863806,-32.5504774339,-8.685523216950001,306.866210212,-50.1797098762,41.7041465879,0.260094454271,5.29536938715,-120.2994176,301.201835474,run
1623,2011-03-09 15:00:00,2.89086959204,-15.149014436099998,-7.084128997260001,342.553442417,54.1353586132,-13.0164864849,1.44246589639,40.5790752182,-129.238323848,300.762016146,run
1624,2011-03-09 16:00:00,1.99357771815,-16.4519027463,-9.38920075367,283.262458988,100.370879566,40.837185118,-0.00855508156315,43.034812595,-103.183595044,300.68356260400003,run
1625,2011-03-09 17:00:00,4.83306246321,-26.8406583692,-4.18203956105,317.37513825400003,-79.76068877590001,-18.8311736271,1.19190777744,23.553120445300003,2.664510035,301.75902541799996,walk
